Date,Chip,Size,Chips Sold,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/08,Salt and Vinegar,2oz,483,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/08,Salt and Vinegar,2oz,926,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/08,Salt and Vinegar,2oz,507,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/08,Salt and Vinegar,2oz,840,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/08,Salt and Vinegar,2oz,1048,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/08,Salt and Vinegar,2oz,903,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/08,Salt and Vinegar,2oz,1092,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/08,Salt and Vinegar,2oz,157,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/08,Salt and Vinegar,2oz,882,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/08,Salt and Vinegar,2oz,551,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/09,Salt and Vinegar,2oz,625,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/09,Salt and Vinegar,2oz,735,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/09,Salt and Vinegar,2oz,961,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/09,Salt and Vinegar,2oz,947,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/09,Salt and Vinegar,2oz,984,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/09,Salt and Vinegar,2oz,741,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/09,Salt and Vinegar,2oz,938,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/09,Salt and Vinegar,2oz,978,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/09,Salt and Vinegar,2oz,918,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/09,Salt and Vinegar,2oz,701,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/09,Salt and Vinegar,2oz,773,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/09,Salt and Vinegar,2oz,656,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/10,Salt and Vinegar,2oz,590,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/10,Salt and Vinegar,2oz,738,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/10,Salt and Vinegar,2oz,895,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/10,Salt and Vinegar,2oz,1017,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/10,Salt and Vinegar,2oz,917,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/10,Salt and Vinegar,2oz,1064,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/10,Salt and Vinegar,2oz,656,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/10,Salt and Vinegar,2oz,1032,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/10,Salt and Vinegar,2oz,756,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/10,Salt and Vinegar,2oz,969,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/10,Salt and Vinegar,2oz,929,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/10,Salt and Vinegar,2oz,440,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/06,Salt and Vinegar,6oz,278,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/06,Salt and Vinegar,6oz,288,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/06,Salt and Vinegar,6oz,242,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/06,Salt and Vinegar,6oz,219,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/06,Salt and Vinegar,6oz,267,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/06,Salt and Vinegar,6oz,216,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/06,Salt and Vinegar,6oz,194,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/06,Salt and Vinegar,6oz,342,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/06,Salt and Vinegar,6oz,143,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/07,Salt and Vinegar,6oz,127,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/07,Salt and Vinegar,6oz,135,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/07,Salt and Vinegar,6oz,208,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/07,Salt and Vinegar,6oz,161,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/07,Salt and Vinegar,6oz,306,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/07,Salt and Vinegar,6oz,232,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/07,Salt and Vinegar,6oz,281,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/07,Salt and Vinegar,6oz,256,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/07,Salt and Vinegar,6oz,228,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/07,Salt and Vinegar,6oz,219,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/07,Salt and Vinegar,6oz,250,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/07,Salt and Vinegar,6oz,112,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/08,Salt and Vinegar,6oz,160,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/08,Salt and Vinegar,6oz,207,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/08,Salt and Vinegar,6oz,190,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/08,Salt and Vinegar,6oz,243,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/08,Salt and Vinegar,6oz,150,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/08,Salt and Vinegar,6oz,316,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/08,Salt and Vinegar,6oz,401,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/08,Salt and Vinegar,6oz,163,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/08,Salt and Vinegar,6oz,251,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/08,Salt and Vinegar,6oz,85,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/08,Salt and Vinegar,6oz,195,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/08,Salt and Vinegar,6oz,193,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/09,Salt and Vinegar,6oz,181,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/09,Salt and Vinegar,6oz,153,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/09,Salt and Vinegar,6oz,292,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/09,Salt and Vinegar,6oz,863,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/09,Salt and Vinegar,6oz,228,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/09,Salt and Vinegar,6oz,265,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/09,Salt and Vinegar,6oz,302,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/09,Salt and Vinegar,6oz,240,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/09,Salt and Vinegar,6oz,221,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/09,Salt and Vinegar,6oz,166,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/09,Salt and Vinegar,6oz,193,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/09,Salt and Vinegar,6oz,162,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/10,Salt and Vinegar,6oz,145,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/10,Salt and Vinegar,6oz,212,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/10,Salt and Vinegar,6oz,217,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/10,Salt and Vinegar,6oz,357,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/10,Salt and Vinegar,6oz,315,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/10,Salt and Vinegar,6oz,319,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/10,Salt and Vinegar,6oz,337,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/10,Salt and Vinegar,6oz,824,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/10,Salt and Vinegar,6oz,249,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/10,Salt and Vinegar,6oz,437,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/10,Salt and Vinegar,6oz,197,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/10,Salt and Vinegar,6oz,175,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/06,Garlic and Herb,2oz,212,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/06,Garlic and Herb,2oz,528,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/06,Garlic and Herb,2oz,395,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/06,Garlic and Herb,2oz,294,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/06,Garlic and Herb,2oz,448,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/06,Garlic and Herb,2oz,325,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/06,Garlic and Herb,2oz,339,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/06,Garlic and Herb,2oz,295,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/06,Garlic and Herb,2oz,151,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/07,Garlic and Herb,2oz,226,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/07,Garlic and Herb,2oz,226,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/07,Garlic and Herb,2oz,211,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/07,Garlic and Herb,2oz,252,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/07,Garlic and Herb,2oz,313,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/07,Garlic and Herb,2oz,398,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/07,Garlic and Herb,2oz,457,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/07,Garlic and Herb,2oz,402,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/07,Garlic and Herb,2oz,271,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/07,Garlic and Herb,2oz,445,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/07,Garlic and Herb,2oz,290,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/07,Garlic and Herb,2oz,205,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/08,Garlic and Herb,2oz,308,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/08,Garlic and Herb,2oz,387,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/08,Garlic and Herb,2oz,145,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/08,Garlic and Herb,2oz,274,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/08,Garlic and Herb,2oz,208,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/08,Garlic and Herb,2oz,246,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/08,Garlic and Herb,2oz,461,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/08,Garlic and Herb,2oz,347,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/08,Garlic and Herb,2oz,326,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/08,Garlic and Herb,2oz,303,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/08,Garlic and Herb,2oz,302,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/08,Garlic and Herb,2oz,180,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/09,Garlic and Herb,2oz,263,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/09,Garlic and Herb,2oz,257,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/09,Garlic and Herb,2oz,464,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/09,Garlic and Herb,2oz,308,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/09,Garlic and Herb,2oz,386,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/09,Garlic and Herb,2oz,301,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/09,Garlic and Herb,2oz,346,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/09,Garlic and Herb,2oz,191,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/09,Garlic and Herb,2oz,3,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/09,Garlic and Herb,2oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/09,Garlic and Herb,2oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/09,Garlic and Herb,2oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/10,Garlic and Herb,2oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/10,Garlic and Herb,2oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/10,Garlic and Herb,2oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/10,Garlic and Herb,2oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/10,Garlic and Herb,2oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/10,Garlic and Herb,2oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/10,Garlic and Herb,2oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/10,Garlic and Herb,2oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/10,Garlic and Herb,2oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/10,Garlic and Herb,2oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/10,Garlic and Herb,2oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/10,Garlic and Herb,2oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/06,Garlic and Herb,6oz,60,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/06,Garlic and Herb,6oz,129,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/06,Garlic and Herb,6oz,140,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/06,Garlic and Herb,6oz,96,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/06,Garlic and Herb,6oz,97,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/06,Garlic and Herb,6oz,100,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/06,Garlic and Herb,6oz,62,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/06,Garlic and Herb,6oz,100,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/06,Garlic and Herb,6oz,43,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/07,Garlic and Herb,6oz,55,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/07,Garlic and Herb,6oz,53,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/07,Garlic and Herb,6oz,89,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/07,Garlic and Herb,6oz,62,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/07,Garlic and Herb,6oz,95,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/07,Garlic and Herb,6oz,107,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/07,Garlic and Herb,6oz,75,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/07,Garlic and Herb,6oz,139,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/07,Garlic and Herb,6oz,83,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/07,Garlic and Herb,6oz,100,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/07,Garlic and Herb,6oz,54,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/07,Garlic and Herb,6oz,44,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/08,Garlic and Herb,6oz,60,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/08,Garlic and Herb,6oz,55,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/08,Garlic and Herb,6oz,74,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/08,Garlic and Herb,6oz,59,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/08,Garlic and Herb,6oz,48,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/08,Garlic and Herb,6oz,116,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/08,Garlic and Herb,6oz,95,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/08,Garlic and Herb,6oz,76,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/08,Garlic and Herb,6oz,109,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/08,Garlic and Herb,6oz,83,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/08,Garlic and Herb,6oz,117,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/08,Garlic and Herb,6oz,52,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/09,Garlic and Herb,6oz,84,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/09,Garlic and Herb,6oz,56,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/09,Garlic and Herb,6oz,119,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/09,Garlic and Herb,6oz,58,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/09,Garlic and Herb,6oz,70,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/09,Garlic and Herb,6oz,119,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/09,Garlic and Herb,6oz,54,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/09,Garlic and Herb,6oz,56,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/09,Garlic and Herb,6oz,689,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/09,Garlic and Herb,6oz,47,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/09,Garlic and Herb,6oz,16,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/09,Garlic and Herb,6oz,27,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/10,Garlic and Herb,6oz,48,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/10,Garlic and Herb,6oz,9,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/10,Garlic and Herb,6oz,35,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/10,Garlic and Herb,6oz,28,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/10,Garlic and Herb,6oz,8,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/10,Garlic and Herb,6oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/10,Garlic and Herb,6oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/10,Garlic and Herb,6oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/10,Garlic and Herb,6oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/10,Garlic and Herb,6oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/10,Garlic and Herb,6oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/10,Garlic and Herb,6oz,0,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/06,Mama Zuma's,2oz,408,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/06,Mama Zuma's,2oz,721,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/06,Mama Zuma's,2oz,482,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/06,Mama Zuma's,2oz,425,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/06,Mama Zuma's,2oz,634,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/06,Mama Zuma's,2oz,603,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/06,Mama Zuma's,2oz,447,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/06,Mama Zuma's,2oz,504,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/06,Mama Zuma's,2oz,334,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/07,Mama Zuma's,2oz,297,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/07,Mama Zuma's,2oz,311,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/07,Mama Zuma's,2oz,410,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/07,Mama Zuma's,2oz,494,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/07,Mama Zuma's,2oz,513,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/07,Mama Zuma's,2oz,480,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/07,Mama Zuma's,2oz,581,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/07,Mama Zuma's,2oz,446,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/07,Mama Zuma's,2oz,349,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/07,Mama Zuma's,2oz,587,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/07,Mama Zuma's,2oz,409,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/07,Mama Zuma's,2oz,316,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/08,Mama Zuma's,2oz,369,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/08,Mama Zuma's,2oz,527,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/08,Mama Zuma's,2oz,337,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/08,Mama Zuma's,2oz,457,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/08,Mama Zuma's,2oz,363,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/08,Mama Zuma's,2oz,189,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/08,Mama Zuma's,2oz,945,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/08,Mama Zuma's,2oz,463,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/08,Mama Zuma's,2oz,716,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/08,Mama Zuma's,2oz,538,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/08,Mama Zuma's,2oz,413,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/08,Mama Zuma's,2oz,293,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/09,Mama Zuma's,2oz,389,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/09,Mama Zuma's,2oz,590,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/09,Mama Zuma's,2oz,567,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/09,Mama Zuma's,2oz,604,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/09,Mama Zuma's,2oz,741,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/09,Mama Zuma's,2oz,606,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/09,Mama Zuma's,2oz,664,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/09,Mama Zuma's,2oz,818,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/09,Mama Zuma's,2oz,864,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/09,Mama Zuma's,2oz,508,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/09,Mama Zuma's,2oz,776,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/09,Mama Zuma's,2oz,550,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/10,Mama Zuma's,2oz,466,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/10,Mama Zuma's,2oz,754,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/10,Mama Zuma's,2oz,1109,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/10,Mama Zuma's,2oz,743,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/10,Mama Zuma's,2oz,734,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/10,Mama Zuma's,2oz,1051,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/10,Mama Zuma's,2oz,707,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/10,Mama Zuma's,2oz,884,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/10,Mama Zuma's,2oz,783,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/10,Mama Zuma's,2oz,1137,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/10,Mama Zuma's,2oz,593,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/10,Mama Zuma's,2oz,524,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/06,Green Chile Enchilada,2oz,363,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/06,Green Chile Enchilada,2oz,640,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/06,Green Chile Enchilada,2oz,541,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/06,Green Chile Enchilada,2oz,306,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/06,Green Chile Enchilada,2oz,709,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/06,Green Chile Enchilada,2oz,341,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/06,Green Chile Enchilada,2oz,459,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/06,Green Chile Enchilada,2oz,690,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/06,Green Chile Enchilada,2oz,363,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/07,Green Chile Enchilada,2oz,393,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/07,Green Chile Enchilada,2oz,362,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/07,Green Chile Enchilada,2oz,544,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/07,Green Chile Enchilada,2oz,402,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/07,Green Chile Enchilada,2oz,493,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/07,Green Chile Enchilada,2oz,554,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/07,Green Chile Enchilada,2oz,665,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/07,Green Chile Enchilada,2oz,511,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/07,Green Chile Enchilada,2oz,438,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/07,Green Chile Enchilada,2oz,385,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/07,Green Chile Enchilada,2oz,1,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/07,Green Chile Enchilada,2oz,24,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/08,Green Chile Enchilada,2oz,308,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/08,Green Chile Enchilada,2oz,730,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/08,Green Chile Enchilada,2oz,360,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/08,Green Chile Enchilada,2oz,565,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/08,Green Chile Enchilada,2oz,269,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/08,Green Chile Enchilada,2oz,255,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/08,Green Chile Enchilada,2oz,813,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/08,Green Chile Enchilada,2oz,493,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/08,Green Chile Enchilada,2oz,788,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/08,Green Chile Enchilada,2oz,441,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/08,Green Chile Enchilada,2oz,452,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/08,Green Chile Enchilada,2oz,234,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/09,Green Chile Enchilada,2oz,477,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/09,Green Chile Enchilada,2oz,428,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/09,Green Chile Enchilada,2oz,701,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/09,Green Chile Enchilada,2oz,607,,,,,,,,,,,,,,,,,,,,,,,,,
